Содержание,Сервис,Статус,Функциональная группа,Крайний срок,Дата обращения,Тип обращения на момент подачи,Тип обращения итоговый,Решение,Тип переклассификации,Дата восстановления,Дата закрытия обращения,Система,Место,Ранг важности,День недели обращения,Месяц обращения,Час обращения,День года обращения,Время с обращения до восстановления,Время с обращения до закрытия,Время с обращения до крайнего срока,Время с восстановления до крайнего срока,Время с закрытия до крайнего срока
заявка предоставление логического доступа система500,122,1,143,2018-02-16 08:44:00,2018-02-11 07:29:00,1,1,заявка исполнена,0,2018-02-14 08:22:00,2018-02-21 09:40:00,126,13,11,6,2,7,42,262380,871860,436500,174120,-435360
заявка предоставление логического доступа система500,122,1,143,2018-02-16 08:47:00,2018-02-11 07:32:00,1,1,заявка исполнена,0,2018-02-14 08:24:00,2018-02-21 09:40:00,126,13,11,6,2,7,42,262320,871680,436500,174180,-435180
заявка предоставление отзыв прав доступа ресурсам,22,1,13,2018-02-16 08:48:00,2018-02-11 07:33:00,1,1,заявка загружена система22,0,2018-02-11 08:43:00,2018-02-18 10:03:00,22,32,7,6,2,7,42,4200,613800,436500,432300,-177300
заявка предоставление отзыв прав доступа ресурсам,22,1,13,2018-02-16 02:36:00,2018-02-11 07:34:00,1,1,работы обращению выполнены,0,2018-02-14 06:26:00,2018-02-21 07:51:00,101,177,7,6,2,7,42,255120,865020,414120,159000,-450900
заявка предоставление отзыв прав доступа ресурсам,13,1,13,2018-02-15 08:49:00,2018-02-11 07:34:00,1,1,работы обращению выполнены,0,2018-02-11 08:57:00,2018-02-18 10:16:00,13,139,11,6,2,7,42,4980,614520,350100,345120,-264420
заявка предоставление логического доступа система500,122,1,143,2018-02-16 08:50:00,2018-02-11 07:35:00,1,1,заявка исполнена,0,2018-02-14 08:25:00,2018-02-21 09:40:00,126,13,11,6,2,7,42,262200,871500,436500,174300,-435000
разблокировать учетную запись,62,1,594,2018-02-16 08:52:00,2018-02-11 07:37:00,1,1,пользователь разблокирован система62,0,2018-02-15 07:16:00,2018-02-22 08:41:00,62,51,0,6,2,7,42,344340,954240,436500,92160,-517740
письмо random5876заявка,0,1,79,2018-02-16 08:52:00,2018-02-11 07:37:00,1,1,исполнено,0,2018-02-15 08:35:00,2018-02-22 09:50:00,0,65,1,6,2,7,42,349080,958380,436500,87420,-521880
настройкаконсультация техническое обслуживание,18,1,18,2018-02-16 08:52:00,2018-02-11 07:37:00,1,1,текущей версии система18 реализована функция создания новой версии текущего договорадс дальнейшего внесения исправлений связи этим режиме сведения договора редакцииверсии договора вашего договора создана новая редакция статусе проект которую возможно внести необходимые изменения вход редактирование осуществляется нажатию значка карандаш далее необходимо заполнить поле основание внесения исправлений указав причину внесения изменений затем вносить требуемые изменения переход пунктами осуществляется аналогично первичной регистрации договорадс посредством нажатия кнопки далее связи особенностями отображения информации изменения вносятся последнюю запись договор договор договора дс последнее актуальное дс пролонгации заполняются поля 1 дата окончания действия договора точная датапримерная датабессрочно данные пункты появятся установке пункта 2 значение 2 возможность пролонгации данет 3 наличие автопролонгации данет 4 условия пролонгации 5 цена договора твердая данет 6 досрочное начало работ договору данет заполнения необходимо также зарегистрировать договордс осуществить отправку сервис22 реестровый номер изменится,0,2018-02-11 08:27:00,2018-02-11 08:52:00,18,61,4,6,2,7,42,3000,4500,436500,433500,432000
заявка,7,1,334,2018-02-16 08:51:00,2018-02-11 07:37:00,1,1,доступ предоставлен,0,2018-02-16 04:26:00,2018-02-23 07:55:00,7,159,11,6,2,7,42,420540,1037880,436440,15900,-601440
заявка предоставление отзыв прав доступа ресурсам,13,1,13,2018-02-15 08:53:00,2018-02-11 07:38:00,1,1,работы обращению выполнены,0,2018-02-14 06:16:00,2018-02-21 07:51:00,13,190,11,6,2,7,42,254280,864780,350100,95820,-514680
настройкаконсультация техническое обслуживание,18,1,18,2018-02-16 08:53:00,2018-02-11 07:38:00,1,1,меню сведения договора редакцииверсии договора вашего договора создана новая редакция статусе проект которой возможно внести необходимые изменения вход редактирование осуществляется нажатию значка карандаш далее необходимо заполнить поле основание внесения исправлений указав причину внесения изменений затем вносить требуемые изменения переход пунктами осуществляется аналогично первичной регистрации договорадс посредством нажатия кнопки далее заполнения необходимо также зарегистрировать договордс осуществить отправку сервис22 реестровый номер изменится внимание просьба иметь ввиду аналогичные изменения требуются сервис22 необходимо провести вручную тк отправки исправлений система18 карточке договора сервис22 отражены будут,0,2018-02-11 07:54:00,2018-02-11 08:51:00,18,61,4,6,2,7,42,960,4380,436500,435540,432120
заявка предоставление логического доступа система500,122,1,143,2018-02-16 08:53:00,2018-02-11 07:38:00,1,1,заявка исполнена,0,2018-02-14 08:26:00,2018-02-21 09:47:00,126,13,11,6,2,7,42,262080,871740,436500,174420,-435240
заявка предоставление отзыв прав доступа ресурсам,22,1,13,2018-02-16 08:53:00,2018-02-11 07:38:00,1,1,заявки загружены система22,0,2018-02-11 08:49:00,2018-02-18 10:10:00,22,32,7,6,2,7,42,4260,613920,436500,432240,-177420
заявка предоставление отзыв прав доступа ресурсам,13,1,13,2018-02-15 08:54:00,2018-02-11 07:39:00,1,1,работы обращению выполнены,0,2018-02-14 06:17:00,2018-02-21 07:51:00,13,191,11,6,2,7,42,254280,864720,350100,95820,-514620
заявка предоставление логического доступа система500,122,1,143,2018-02-16 08:56:00,2018-02-11 07:41:00,1,1,заявка исполнена,0,2018-02-14 08:27:00,2018-02-21 09:47:00,126,13,11,6,2,7,42,261960,871560,436500,174540,-435060
настройка шрифта система22,22,1,130,2018-02-16 08:56:00,2018-02-11 07:41:00,1,1,выполнено,0,2018-02-11 07:44:00,2018-02-11 07:52:00,0,3,8,6,2,7,42,180,660,436500,436320,435840
заявка предоставление отзыв прав доступа ресурсам,22,1,13,2018-02-16 08:59:00,2018-02-11 07:44:00,1,1,заявка загружена система22,0,2018-02-11 08:36:00,2018-02-18 09:51:00,22,32,7,6,2,7,42,3120,612420,436500,433380,-175920
изменение атрибутов учётной записи,7,1,13,2018-02-16 08:59:00,2018-02-11 07:44:00,1,1,оказана консультация необходимо подать заявку изменение атрибутов сервисной уз шаблон инфраструктурные сервисы,0,2018-02-11 11:38:00,2018-02-11 11:46:00,7,76,11,6,2,7,42,14040,14520,436500,422460,421980
настройка эп сервис22,22,1,137,2018-02-16 08:59:00,2018-02-11 07:44:00,1,1,выполнено,0,2018-02-11 08:18:00,2018-02-18 09:39:00,22,25,7,6,2,7,42,2040,611700,436500,434460,-175200
заявка предоставление логического доступа система500,122,1,143,2018-02-16 08:59:00,2018-02-11 07:44:00,1,1,заявка исполнена,0,2018-02-14 08:28:00,2018-02-15 09:11:00,126,13,11,6,2,7,42,261840,350820,436500,174660,85680
ботнаблюдениясистема110 ухудшение статуса сервиса,23,1,419,2018-02-16 05:55:00,2018-02-11 07:46:00,1,0,перезапуск потоков,1,2018-02-14 11:36:00,2018-02-22 08:25:00,23,1,9,6,2,7,42,273000,952740,425340,152340,-527400
заявка предоставление логического доступа система500,122,1,143,2018-02-16 09:01:00,2018-02-11 07:46:00,1,1,заявка исполнена,0,2018-02-14 08:29:00,2018-02-21 09:47:00,126,13,11,6,2,7,42,261780,871260,436500,174720,-434760
настройка эп сервис22,22,1,137,2018-02-16 09:01:00,2018-02-11 07:46:00,1,1,права прекращены,0,2018-02-14 11:03:00,2018-02-14 14:11:00,22,69,7,6,2,7,42,271020,282300,436500,165480,154200
заявка предоставление логического доступа ресурсам,0,1,143,2018-02-16 09:02:00,2018-02-11 07:47:00,1,1,заявка исполнена,0,2018-02-14 07:29:00,2018-02-21 08:50:00,0,13,0,6,2,7,42,258120,867780,436500,178380,-431280
письмо random8984заявка,0,1,79,2018-02-16 09:02:00,2018-02-11 07:47:00,1,1,исполнено,0,2018-02-15 09:16:00,2018-02-22 10:31:00,0,65,1,6,2,7,42,350940,960240,436500,85560,-523740
система41,39,1,1,2018-02-24 11:36:00,2018-02-11 07:47:00,1,1,информация направлена клиенту эл почте,0,2018-02-14 12:57:00,2018-03-08 11:10:00,41,1001,1,6,2,7,42,277800,2172180,1136940,859140,-1035240
заявка предоставление логического доступа система500,122,1,143,2018-02-16 09:03:00,2018-02-11 07:48:00,1,1,заявка исполнена,0,2018-02-14 08:33:00,2018-02-14 08:36:00,126,13,11,6,2,7,42,261900,262080,436500,174600,174420
заявка предоставление отзыв прав доступа ресурсам,22,1,13,2018-02-15 09:03:00,2018-02-11 07:48:00,1,1,работы обращению выполнены,0,2018-02-11 13:21:00,2018-02-21 06:56:00,101,116,7,6,2,7,42,19980,860880,350100,330120,-510780
письмо randomnnnn заявка,0,1,79,2018-02-16 09:03:00,2018-02-11 07:48:00,1,1,исполнено,0,2018-02-11 12:13:00,2018-02-18 13:31:00,0,32,0,6,2,7,42,15900,625380,436500,420600,-188880
заявка предоставление отзыв прав доступа ресурсам,22,1,13,2018-02-16 09:07:00,2018-02-11 07:52:00,1,1,файлы разделителя загружены,0,2018-02-11 08:52:00,2018-02-18 10:10:00,22,32,7,6,2,7,42,3600,613080,436500,432900,-176580
контроль пу заявка доступ портам,2,1,116,2018-02-16 09:08:00,2018-02-11 07:53:00,1,1,доступ предоставлен согласно заявке,0,2018-02-14 11:09:00,2018-02-21 12:27:00,2,41,0,6,2,7,42,270960,880440,436500,165540,-443940
заявка предоставление отзыв прав доступа ресурсам,22,1,13,2018-02-15 09:08:00,2018-02-11 07:53:00,1,1,работы обращению выполнены,0,2018-02-14 14:01:00,2018-02-21 15:20:00,101,79,7,6,2,7,42,281280,890820,350100,68820,-540720
заявка необходимости использования коммуникационных портов,2,1,30,2018-02-16 09:08:00,2018-02-11 07:53:00,1,1,доступ предоставлен соответствии заявкой,0,2018-02-11 08:08:00,2018-02-18 09:27:00,2,13,0,6,2,7,42,900,610440,436500,435600,-173940
заявка предоставление отзыв прав доступа ресурсам,11,1,13,2018-02-16 06:08:00,2018-02-11 07:53:00,1,1,работы обращению выполнены,0,2018-02-14 05:13:00,2018-02-14 05:23:00,11,216,0,6,2,7,42,249600,250200,425700,176100,175500
система11 ошибка создании запроса,11,1,128,2018-02-16 09:10:00,2018-02-11 07:55:00,1,1,выполнена проверка штатная работа,0,2018-02-15 09:14:00,2018-02-22 10:31:00,11,1,0,6,2,7,42,350340,959760,436500,86160,-523260
заявка,0,1,303,2018-02-17 09:06:00,2018-02-11 07:55:00,1,1,работы обращению выполнены,0,2018-02-15 00:54:00,2018-02-22 07:52:00,0,159,0,6,2,7,42,320340,950220,522660,202320,-427560
заявка предоставление логического доступа система500,122,1,143,2018-02-16 09:10:00,2018-02-11 07:55:00,1,1,заявка исполнена,0,2018-02-14 08:34:00,2018-02-14 10:19:00,126,13,11,6,2,7,42,261540,267840,436500,174960,168660
заявка,0,1,12,2018-02-16 09:11:00,2018-02-11 07:56:00,1,1,работы обращению выполнены,0,2018-02-11 14:13:00,2018-02-21 07:45:00,0,93,1,6,2,7,42,22620,863340,436500,413880,-426840
